,Car_Name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
3484,Maruti Baleno 1.2 Delta,"78,178 kms",Petrol,Manual,1st Owner,2017,814 cc,7 Seats,4.76 Lakh
3485,Honda Amaze E i-Vtech,"89,419 kms",Petrol,Manual,2nd Owner,2015,2179 cc,7 Seats,3.45 Lakh
3486,Hyundai Grand i10 Sportz,"31,750 kms",Petrol,Manual,1st Owner,2016,2179 cc,5 Seats,3.93 Lakh
3487,Volkswagen Taigun 1.0 TSI Highline AT,"5,527 kms",Petrol,Automatic,1st Owner,2021,1197 cc,5 Seats,13.51 Lakh
3488,Renault Duster 85PS Diesel RxL,"1,01,376 kms",Diesel,Manual,1st Owner,2016,1248 cc,5 Seats,5.10 Lakh
3489,Hyundai i10 Era 1.1,"1,02,437 kms",Petrol,Manual,2nd Owner,2008,1199 cc,5 Seats,1.03 Lakh
3490,Ford Fiesta 1.4 SXi TDCi,"1,53,367 kms",Diesel,Manual,2nd Owner,2008,1498 cc,5 Seats,1.41 Lakh
3491,Hyundai EON Magna Plus,"92,419 kms",Petrol,Manual,2nd Owner,2015,998 cc,5 Seats,2.20 Lakh
3492,Mahindra XUV500 W6 2WD,"93,764 kms",Diesel,Manual,2nd Owner,2013,1498 cc,5 Seats,4.63 Lakh
3493,Mahindra XUV500 W10 AWD,"61,137 kms",Diesel,Manual,2nd Owner,2015,1396 cc,5 Seats,8.08 Lakh
3494,Maruti Baleno 1.2 Delta,"21,109 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats,4.82 Lakh
3495,Maruti Swift Dzire VDI,"1,94,803 kms",Diesel,Manual,1st Owner,2012,1497 cc,4 Seats,3.14 Lakh
3496,Tata Tiago 1.2 Revotron XM,"28,392 kms",Petrol,Manual,1st Owner,2016,2184 cc,5 Seats,3.34 Lakh
3497,Ford Figo 1.5D Trend MT,"65,892 kms",Diesel,Manual,1st Owner,2018,998 cc,5 Seats,4.36 Lakh
3498,Maruti Alto K10 VXI,"13,365 kms",Petrol,Manual,1st Owner,2019,1396 cc,5 Seats,3.54 Lakh
3499,Honda City i-DTEC VX,"2,10,870 kms",Diesel,Manual,1st Owner,2017,1193 cc,5 Seats,7.60 Lakh
3500,Hyundai i20 1.4 Sportz,"80,294 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats,6.11 Lakh
3501,Ford Ecosport 1.5 TDCi Titanium Plus BSIV,"1,82,108 kms",Diesel,Manual,1st Owner,2015,1451 cc,5 Seats,4.76 Lakh
3502,Kia Seltos HTK G,"12,721 kms",Petrol,Manual,1st Owner,2020,1396 cc,5 Seats,11.04 Lakh
3503,Mahindra Thar LX 4-Str Hard Top Diesel,"4,486 kms",Diesel,Manual,1st Owner,2022,1498 cc,5 Seats,14.13 Lakh
3504,Hyundai Venue SX Plus Turbo DCT BSIV,"29,707 kms",Petrol,Automatic,1st Owner,2020,1197 cc,5 Seats,10.73 Lakh
3505,Hyundai i20 Active 1.4 S,"47,387 kms",Diesel,Manual,3rd Owner,2016,1197 cc,8 Seats,5.27 Lakh
3506,Tata Zest Revotron 1.2 XT,"1,12,613 kms",Petrol,Manual,1st Owner,2014,2393 cc,6 Seats,2.36 Lakh
3507,Honda City i VTEC V,"55,802 kms",Petrol,Manual,1st Owner,2017,1956 cc,5 Seats,6.44 Lakh
3508,MG Hector Sharp CVT,"11,081 kms",Petrol,Automatic,1st Owner,2021,1995 cc,5 Seats,17.77 Lakh
3509,Hyundai i20 1.4 Sportz,"82,177 kms",Diesel,Manual,1st Owner,2018,1461 cc,5 Seats,5.87 Lakh
3510,Honda City i DTEC SV,"66,357 kms",Diesel,Manual,3rd Owner,2014,1461 cc,5 Seats,4.23 Lakh
3511,Hyundai i20 Magna,"60,228 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,1.86 Lakh
3512,Hyundai Xcent 1.2 Kappa AT SX Option,"89,337 kms",Petrol,Automatic,1st Owner,2015,1495 cc,6 Seats,3.58 Lakh
3513,Toyota Innova Crysta 2.4 GX 8 STR,"20,713 kms",Diesel,Manual,1st Owner,2021,1198 cc,7 Seats,19.30 Lakh
3514,MG Hector Plus Sharp Diesel MT,"49,268 kms",Diesel,Manual,1st Owner,2020,2982 cc,7 Seats,12.27 Lakh
3515,BMW X1 sDrive20d,"1,28,428 kms",Diesel,Automatic,2nd Owner,2013,2982 cc,5 Seats,8.83 Lakh
3516,Nissan Terrano XV 110 PS,"1,33,451 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,4.41 Lakh
3517,Renault Pulse RxL,"1,04,419 kms",Diesel,Manual,2nd Owner,2012,2198 cc,5 Seats,1.65 Lakh
3518,Maruti Zen Estilo VXI BSIV,"67,301 kms",Petrol,Manual,1st Owner,2011,796 cc,5 Seats,1.67 Lakh
3519,Hyundai Accent GLE,"1,00,636 kms",Petrol,Manual,2nd Owner,2008,998 cc,7 Seats,1.15 Lakh
3520,Mahindra KUV 100 mFALCON G80 K6 Plus,"38,934 kms",Petrol,Manual,1st Owner,2016,1462 cc,5 Seats,3.38 Lakh
3521,Toyota Fortuner 4x2 4 Speed AT,"91,653 kms",Diesel,Automatic,2nd Owner,2013,1497 cc,5 Seats,11.57 Lakh
3522,Toyota Fortuner 4x4 MT,"1,51,441 kms",Diesel,Manual,3rd Owner,2013,1197 cc,5 Seats,10.39 Lakh
3523,Maruti Baleno 1.2 Zeta,"52,045 kms",Petrol,Manual,1st Owner,2019,1364 cc,5 Seats,5.99 Lakh
3524,Mahindra XUV700 MX Diesel,"4,248 kms",Diesel,Manual,1st Owner,2022,1498 cc,5 Seats,12.46 Lakh
3525,Maruti Alto LXi,"1,47,432 kms",Petrol,Manual,2nd Owner,2010,1498 cc,5 Seats,1.06 Lakh
3526,Maruti Alto K10 VXI AGS Optional,"28,244 kms",Petrol,Automatic,2nd Owner,2017,1497 cc,5 Seats,3.12 Lakh
3527,Maruti Ertiga VXI,"44,458 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,7.86 Lakh
3528,Honda City 1.5 S MT,"71,456 kms",Petrol,Manual,1st Owner,2009,1120 cc,5 Seats,2.52 Lakh
3529,Hyundai Grand i10 Sportz,"38,765 kms",Petrol,Manual,1st Owner,2015,1199 cc,5 Seats,3.24 Lakh
3530,Toyota Etios GD,"1,35,571 kms",Diesel,Manual,2nd Owner,2012,1493 cc,5 Seats,2.86 Lakh
3531,Honda Amaze E i-Dtech,"1,13,005 kms",Diesel,Manual,2nd Owner,2015,1199 cc,5 Seats,3.69 Lakh
3532,Honda City i DTEC VX,"1,55,769 kms",Diesel,Manual,1st Owner,2014,999 cc,5 Seats,5 Lakh
3533,Kia Seltos HTX G,"8,062 kms",Petrol,Manual,1st Owner,2020,1956 cc,7 Seats,12.95 Lakh
3534,Hyundai Aura SX,"6,071 kms",Petrol,Manual,1st Owner,2022,2755 cc,5 Seats,6.77 Lakh
3535,Hyundai Grand i10 CRDi Asta,"65,072 kms",Diesel,Manual,1st Owner,2014,1461 cc,5 Seats,3.89 Lakh
3536,Tata Altroz XT,"29,507 kms",Petrol,Manual,1st Owner,2020,999 cc,5 Seats,6.96 Lakh
3537,Hyundai Verna CRDi SX,"3,72,588 kms",Diesel,Manual,2nd Owner,2010,1451 cc,5 Seats,2.57 Lakh
3538,Honda Jazz 1.2 VX i VTEC,"24,959 kms",Petrol,Manual,1st Owner,2016,1591 cc,6 Seats,4.95 Lakh
3539,Renault KWID 1.0 RXT Optional,"39,265 kms",Petrol,Manual,1st Owner,2018,1451 cc,7 Seats,3.24 Lakh
3540,Tata Harrier XT plus 2020-2022,"21,699 kms",Diesel,Manual,1st Owner,2021,2494 cc,5 Seats,16.70 Lakh
3541,Toyota Innova Crysta 2.8 GX AT BSIV,"85,911 kms",Diesel,Automatic,1st Owner,2018,2993 cc,5 Seats,14.82 Lakh
3542,Mahindra Verito 1.5 D4 BSIII,"1,17,132 kms",Diesel,Manual,1st Owner,2012,1248 cc,5 Seats,2.27 Lakh
3543,Renault KWID 1.0 RXT,"50,455 kms",Petrol,Manual,1st Owner,2017,1061 cc,5 Seats,2.56 Lakh
3544,MG Hector Sharp AT BSIV,"13,471 kms",Petrol,Automatic,1st Owner,2021,1396 cc,5 Seats,15.99 Lakh
3545,Hyundai Creta 1.6 SX,"36,104 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,9.48 Lakh
3546,MG Hector Plus Sharp Hybrid MT,"7,943 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats,17.30 Lakh
3547,Toyota Innova 2.5 GX (Diesel) 7 Seater,"83,474 kms",Diesel,Manual,2nd Owner,2014,1198 cc,8 Seats,7.57 Lakh
3548,BMW 5 Series 525d Sedan,"84,218 kms",Diesel,Automatic,2nd Owner,2010,2498 cc,7 Seats,8.93 Lakh
3549,Maruti Swift Dzire LDI,"91,065 kms",Diesel,Manual,2nd Owner,2015,1248 cc,7 Seats,3.41 Lakh
3550,Maruti Wagon R LXI Minor,"1,05,323 kms",Petrol,Manual,2nd Owner,2008,2179 cc,5 Seats,"94,726"
3551,Hyundai Creta 1.4 CRDi S,"1,64,798 kms",Diesel,Manual,1st Owner,2016,936 cc,5 Seats,7.65 Lakh
3552,Maruti Celerio VXI CNG,"48,660 kms",Cng,Manual,1st Owner,2020,1896 cc,5 Seats,4.29 Lakh
3553,Maruti Ritz VDi,"1,54,958 kms",Diesel,Manual,1st Owner,2012,1396 cc,5 Seats,2.35 Lakh
3554,Honda Amaze E i-VTEC,"95,989 kms",Petrol,Manual,3rd Owner,2016,2400 cc,5 Seats,2.75 Lakh
3555,Mahindra Xylo E8,"1,52,308 kms",Diesel,Manual,1st Owner,2009,1086 cc,5 Seats,2.04 Lakh
3556,Maruti Ertiga VDI,"1,27,831 kms",Diesel,Manual,1st Owner,2012,1956 cc,5 Seats,4.14 Lakh
3557,Mahindra XUV500 W8 FWD,"1,64,428 kms",Diesel,Manual,1st Owner,2013,796 cc,7 Seats,5.25 Lakh
3558,Chevrolet Beat Diesel PS,"60,205 kms",Diesel,Manual,1st Owner,2016,2982 cc,5 Seats,2.79 Lakh
3559,Skoda New Laura L and K AT,"2,34,805 kms",Diesel,Automatic,1st Owner,2008,1950 cc,5 Seats,2.45 Lakh
3560,Tata Indigo LX TDI BSIII,"2,23,926 kms",Diesel,Manual,2nd Owner,2015,4367 cc,7 Seats,2.04 Lakh
3561,Volvo S 80 D5,"83,694 kms",Diesel,Automatic,3rd Owner,2012,2998 cc,5 Seats,8.20 Lakh
3562,Hyundai Santro Xing XP,"1,02,825 kms",Petrol,Manual,1st Owner,2003,1997 cc,5 Seats,"68,373"
3563,Jeep Compass 2.0 Sport,"42,035 kms",Diesel,Manual,1st Owner,2019,1248 cc,5 Seats,13.90 Lakh
3564,Maruti Alto 800 LXI CNG,"28,350 kms",Cng,Manual,1st Owner,2020,1197 cc,5 Seats,3.83 Lakh
3565,Toyota Fortuner 4x2 AT,"1,05,427 kms",Diesel,Automatic,3rd Owner,2014,796 cc,5 Seats,13.28 Lakh
3566,Mercedes-Benz GLE 300d,"13,000 kms",Diesel,Automatic,1st Owner,2021,1968 cc,5 Seats,89 Lakh
3567,Land Rover Range Rover 4.4 Diesel LWB Autobiography,"68,500 kms",Diesel,Automatic,1st Owner,2019,1497 cc,5 Seats,1.90 Crore
3568,BMW X7 xDrive 40i,"39,000 kms",Petrol,Automatic,1st Owner,2019,1061 cc,5 Seats,1.15 Crore
3569,Land Rover Range Rover Sport 2.0 Petrol HSE,"19,500 kms",Petrol,Automatic,1st Owner,2020,1199 cc,7 Seats,1.14 Crore
3570,Maruti Swift VDI,"66,000 kms",Diesel,Manual,1st Owner,2014,2184 cc,5 Seats,4.25 Lakh
3571,Hyundai i10 Magna,"23,000 kms",Petrol,Manual,1st Owner,2015,2179 cc,5 Seats,3.10 Lakh
3572,Maruti Alto LXi,"65,000 kms",Petrol,Manual,2nd Owner,2009,1198 cc,5 Seats,1.50 Lakh
3573,Audi Q3 35 TDI Quattro Premium Plus,"76,000 kms",Diesel,Automatic,2nd Owner,2016,1498 cc,5 Seats,14.75 Lakh
3574,Hyundai Creta EX,"20,000 kms",Petrol,Manual,1st Owner,2020,1396 cc,5 Seats,11 Lakh
3575,Maruti Estilo LXI,"90,000 kms",Petrol,Manual,1st Owner,2009,998 cc,5 Seats,1.25 Lakh
3576,Tata Tiago 1.2 Revotron XZ Plus,"25,000 kms",Petrol,Manual,1st Owner,2019,1399 cc,5 Seats,4.40 Lakh
3577,Nissan X-Trail Comfort,"1,10,000 kms",Diesel,Manual,1st Owner,2006,998 cc,5 Seats,1.70 Lakh
3578,Mahindra XUV500 W8 2WD,"1,10,000 kms",Diesel,Manual,3rd Owner,2014,1396 cc,5 Seats,4.10 Lakh
3579,Tata Nexon 1.2 Revotron XE,"60,000 kms",Petrol,Manual,1st Owner,2020,1498 cc,5 Seats,6 Lakh
3580,Honda City i-DTEC V,"1,10,000 kms",Diesel,Manual,2nd Owner,2017,993 cc,5 Seats,6.50 Lakh
3581,Hyundai i20 Sportz Option 1.4 CRDi,"1,00,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,4 Lakh
3582,Maruti Wagon R LXI CNG,"60,000 kms",Cng,Manual,1st Owner,2014,1197 cc,5 Seats,3 Lakh
3583,Ford Figo Diesel Titanium,"70,000 kms",Diesel,Manual,3rd Owner,2010,1956 cc,5 Seats,1 Lakh
3584,Maruti Wagon R LXI Avnace Edition,"80,000 kms",Petrol,Manual,1st Owner,2015,1399 cc,5 Seats,2.90 Lakh
3585,Hyundai i20 1.4 CRDi Era,"1,00,000 kms",Diesel,Manual,4th Owner,2011,1061 cc,5 Seats,1.40 Lakh
3586,Ford Aspire 1.5 TDCi Trend,"1,27,000 kms",Diesel,Manual,1st Owner,2015,796 cc,5 Seats,3.50 Lakh
3587,Maruti Zen LXi - BS III,"80,000 kms",Petrol,Manual,1st Owner,2006,1794 cc,5 Seats,"75,000"
3588,Maruti Ignis 1.2 Delta BSIV,"50,000 kms",Petrol,Manual,1st Owner,2018,1498 cc,7 Seats,4.30 Lakh
3589,Hyundai i20 1.2 Magna,"87,000 kms",Petrol,Manual,2nd Owner,2010,1199 cc,5 Seats,1.60 Lakh
3590,Tata Harrier XT BSIV,"80,000 kms",Diesel,Manual,1st Owner,2019,2179 cc,5 Seats,12 Lakh
3591,Ford Figo Diesel LXI,"90,000 kms",Diesel,Manual,1st Owner,2013,1498 cc,5 Seats,2.50 Lakh
3592,Maruti Wagon R LXI Minor,"80,000 kms",Petrol,Manual,1st Owner,2008,1248 cc,5 Seats,"85,000"
3593,Maruti Alto 800 LXI,"25,000 kms",Petrol,Manual,2nd Owner,2019,793 cc,5 Seats,3 Lakh
3594,Toyota Corolla Executive (HE),"1,20,000 kms",Petrol,Manual,2nd Owner,2008,1248 cc,5 Seats,1.90 Lakh
3595,Honda City V MT Diesel,"25,000 kms",Diesel,Manual,1st Owner,2021,1405 cc,5 Seats,10.99 Lakh
3596,Tata Tiago 1.2 Revotron XZ,"40,000 kms",Petrol,Manual,1st Owner,2017,1499 cc,5 Seats,2.50 Lakh
3597,Mahindra XUV500 AT W10 FWD,"1,20,000 kms",Diesel,Automatic,3rd Owner,2016,1396 cc,5 Seats,6 Lakh
3598,Honda Amaze S i-DTEC,"1,00,000 kms",Diesel,Manual,1st Owner,2018,1199 cc,5 Seats,5.50 Lakh
3599,Maruti Swift ZDI Plus,"90,000 kms",Diesel,Manual,1st Owner,2019,1598 cc,5 Seats,6.30 Lakh
3600,Maruti Celerio VDi,"50,000 kms",Diesel,Manual,2nd Owner,2015,1198 cc,5 Seats,2.25 Lakh
3601,Maruti Swift ZDI Plus,"90,000 kms",Diesel,Manual,1st Owner,2019,1799 cc,5 Seats,5.80 Lakh
3602,Tata Indica DLG TC,"50,000 kms",Diesel,Manual,3rd Owner,2007,1193 cc,5 Seats,"55,000"
3603,Ford Aspire Titanium Diesel,"90,000 kms",Diesel,Manual,2nd Owner,2022,998 cc,5 Seats,6.50 Lakh
3604,Hyundai Creta 1.4 E Plus,"40,000 kms",Diesel,Manual,2nd Owner,2018,1198 cc,7 Seats,9.10 Lakh
3605,Tata Tiago 1.2 Revotron XM,"35,000 kms",Petrol,Manual,1st Owner,2019,1498 cc,7 Seats,3.90 Lakh
3606,Chevrolet Optra 1.6 LS Petrol,"70,000 kms",Petrol,Manual,4th Owner,2008,1497 cc,5 Seats,1.10 Lakh
3607,Volkswagen Polo 1.2 MPI Comfortline,"90,000 kms",Petrol,Manual,2nd Owner,2014,1493 cc,5 Seats,2.70 Lakh
3608,Honda Civic 1.8 V MT,"90,000 kms",Petrol,Manual,3rd Owner,2008,1248 cc,5 Seats,2 Lakh
3609,Tata Indica Xeta GLS BS IV,"60,000 kms",Petrol,Manual,1st Owner,2008,1498 cc,5 Seats,"45,000"
3610,Maruti Wagon R LXI,"50,000 kms",Petrol,Manual,1st Owner,2019,814 cc,5 Seats,4.20 Lakh
3611,Volkswagen Polo 1.2 MPI Comfortline,"90,000 kms",Petrol,Manual,3rd Owner,2015,1199 cc,5 Seats,3 Lakh
3612,Honda Amaze E i-Dtech,"25,000 kms",Diesel,Manual,1st Owner,2014,1896 cc,5 Seats,3.40 Lakh
3613,Mahindra Marazzo M2 BSIV,"1,10,000 kms",Diesel,Manual,1st Owner,2019,2179 cc,5 Seats,7.50 Lakh
3614,Mahindra TUV 300 T6,"80,000 kms",Diesel,Manual,1st Owner,2017,1364 cc,5 Seats,5.55 Lakh
3615,Maruti SX4 S Cross Zeta DDiS 200 SH,"1,26,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,8.10 Lakh
3616,Honda Amaze E i-Dtech,"82,000 kms",Diesel,Manual,2nd Owner,2013,1968 cc,7 Seats,3.20 Lakh
3617,Hyundai EON LPG Era Plus Option,"50,000 kms",Lpg,Manual,2nd Owner,2018,1047 cc,5 Seats,2.20 Lakh
3618,Honda Amaze S CVT Petrol BSIV,"80,000 kms",Petrol,Automatic,1st Owner,2019,1047 cc,5 Seats,5.90 Lakh
3619,Skoda New Laura Ambiente 1.9 PD,"45,500 kms",Diesel,Manual,2nd Owner,2010,1248 cc,7 Seats,2 Lakh
3620,Mahindra Scorpio LX BSIV,"40,000 kms",Diesel,Manual,1st Owner,2012,1061 cc,5 Seats,8.50 Lakh
3621,Toyota Etios VD,"1,42,000 kms",Diesel,Manual,1st Owner,2011,1498 cc,5 Seats,2.30 Lakh
3622,Hyundai Grand i10 Magna,"34,000 kms",Petrol,Manual,1st Owner,2016,2179 cc,5 Seats,4.40 Lakh
3623,Skoda Octavia Elegance 2.0 TDI AT,"1,81,000 kms",Diesel,Automatic,1st Owner,2014,1196 cc,5 Seats,6.75 Lakh
3624,Tata Tigor 1.05 Revotorq XZ Option,"70,000 kms",Diesel,Manual,1st Owner,2019,993 cc,5 Seats,4.80 Lakh
3625,Tata Tigor 1.05 Revotorq XZ Option,"70,000 kms",Diesel,Manual,1st Owner,2019,1451 cc,5 Seats,4.80 Lakh
3626,Maruti Ertiga ZDI,"1,20,000 kms",Diesel,Manual,1st Owner,2012,1248 cc,5 Seats,4.50 Lakh
3627,Maruti Wagon R VXI Minor,"40,000 kms",Petrol,Manual,4th Owner,2007,1193 cc,5 Seats,1.10 Lakh
3628,Skoda Rapid 1.5 TDI AT Ambition,"80,000 kms",Diesel,Automatic,1st Owner,2015,814 cc,5 Seats,7.50 Lakh
3629,Mahindra XUV500 W7,"30,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,5 Seats,13 Lakh
3630,Ford Figo Petrol EXI,"1,00,000 kms",Petrol,Manual,2nd Owner,2011,998 cc,5 Seats,1 Lakh
3631,Maruti Zen LXI,"1,00,000 kms",Petrol,Manual,3rd Owner,2004,1194 cc,5 Seats,"65,000"
3632,MG Hector Sharp DCT,"40,000 kms",Petrol,Automatic,1st Owner,2021,1197 cc,5 Seats,17.50 Lakh
3633,Maruti Baleno Delta Diesel,"95,700 kms",Diesel,Manual,2nd Owner,2018,1197 cc,5 Seats,5.34 Lakh
3634,Tata Indica GLS,"38,332 kms",Petrol,Manual,1st Owner,2007,1498 cc,5 Seats,1.20 Lakh
3635,Hyundai EON Magna Plus,"35,000 kms",Petrol,Manual,1st Owner,2015,1498 cc,5 Seats,2.50 Lakh
3636,Hyundai Grand i10 1.2 Kappa Sportz Option,"50,000 kms",Petrol,Manual,3rd Owner,2018,1497 cc,8 Seats,3.60 Lakh
3637,Maruti Alto K10 VXI,"35,000 kms",Petrol,Manual,1st Owner,2016,998 cc,5 Seats,3.50 Lakh
3638,Ford Freestyle Ambiente Petrol BSIV,"40,000 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,4.25 Lakh
3639,Maruti Swift VXI,"50,000 kms",Petrol,Manual,1st Owner,2013,2494 cc,5 Seats,3.05 Lakh
3640,Maruti Swift Dzire Tour 1.2 S STD CNG,"40,000 kms",Cng,Manual,1st Owner,2019,1498 cc,5 Seats,6.10 Lakh
3641,Ford Ecosport Thunder Edition Diesel,"50,000 kms",Diesel,Manual,1st Owner,2021,998 cc,5 Seats,9 Lakh
3642,Ford Ecosport 1.5 DV5 MT Ambiente,"60,000 kms",Diesel,Manual,2nd Owner,2014,1799 cc,5 Seats,5 Lakh
3643,Kia Seltos Anniversary Edition IVT,"31,000 kms",Petrol,Automatic,1st Owner,2020,1248 cc,5 Seats,16.50 Lakh
3644,Maruti Wagon R VXi BSII,"80,000 kms",Petrol,Manual,2nd Owner,2011,1461 cc,5 Seats,1.70 Lakh
3645,Maruti SX4 S Cross Zeta DDiS 200 SH,"70,000 kms",Diesel,Manual,1st Owner,2018,1197 cc,7 Seats,7.60 Lakh
3646,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,"1,20,000 kms",Diesel,Manual,3rd Owner,2011,1248 cc,5 Seats,4.10 Lakh
3647,Honda Jazz VX Diesel,"50,000 kms",Diesel,Manual,1st Owner,2019,1582 cc,5 Seats,7.10 Lakh
3648,Maruti Wagon R VXI BS IV,"50,000 kms",Petrol,Manual,1st Owner,2013,2179 cc,5 Seats,2.40 Lakh
3649,Honda Civic 1.8 S MT,"85,000 kms",Petrol,Manual,2nd Owner,2008,1396 cc,5 Seats,1.40 Lakh
3650,Maruti Swift VDI BSIV,"80,000 kms",Diesel,Manual,1st Owner,2016,1248 cc,7 Seats,4.25 Lakh
3651,Renault Duster 85PS Diesel RxL,"73,000 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats,4.75 Lakh
3652,Hyundai i10 Magna 1.2 iTech SE,"60,000 kms",Petrol,Manual,2nd Owner,2013,1248 cc,5 Seats,1.80 Lakh
3653,Maruti Swift Dzire LDI,"1,20,000 kms",Diesel,Manual,1st Owner,2013,1248 cc,5 Seats,2.99 Lakh
3654,Hyundai Creta 1.6 CRDi SX,"1,00,000 kms",Diesel,Manual,1st Owner,2015,1364 cc,7 Seats,7.50 Lakh
3655,Mahindra XUV500 W8 FWD,"1,00,000 kms",Diesel,Manual,2nd Owner,2014,1496 cc,5 Seats,6 Lakh
3656,Hyundai i20 1.4 CRDi Sportz,"1,20,000 kms",Diesel,Manual,1st Owner,2012,998 cc,5 Seats,2.78 Lakh
3657,Maruti Swift Dzire VDI,"80,000 kms",Diesel,Manual,3rd Owner,2012,2393 cc,5 Seats,3 Lakh
3658,Maruti Swift Dzire VDi,"80,000 kms",Diesel,Manual,3rd Owner,2012,1405 cc,5 Seats,2.90 Lakh
3659,Tata Indica Quadrajet VX,"1,00,000 kms",Diesel,Manual,2nd Owner,2012,1197 cc,5 Seats,"95,000"
3660,Maruti Ertiga SHVS VDI,"60,000 kms",Diesel,Manual,1st Owner,2017,1582 cc,5 Seats,6.65 Lakh
3661,Toyota Etios Liva GD,"80,000 kms",Diesel,Manual,1st Owner,2013,1582 cc,5 Seats,2.65 Lakh
3662,Toyota Etios VX,"80,500 kms",Petrol,Manual,2nd Owner,2011,998 cc,5 Seats,1.90 Lakh
3663,Maruti Wagon R VXI BS IV,"25,000 kms",Petrol,Manual,1st Owner,2012,1497 cc,5 Seats,3 Lakh
3664,Toyota Innova Crysta 2.4 G MT BSIV,"90,000 kms",Diesel,Manual,1st Owner,2017,814 cc,5 Seats,13.50 Lakh
3665,Tata Indigo LX (TDI) BS-III,"60,000 kms",Diesel,Manual,4th Owner,2014,998 cc,5 Seats,1.80 Lakh
3666,Hyundai Venue S BSIV,"50,000 kms",Petrol,Manual,1st Owner,2019,1197 cc,5 Seats,7 Lakh
3667,Hyundai Creta 1.6 CRDi SX,"1,00,000 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats,7.30 Lakh
3668,Hyundai Creta 1.6 CRDi SX,"1,00,000 kms",Diesel,Manual,2nd Owner,2015,1461 cc,5 Seats,7.30 Lakh
3669,Maruti Wagon R LXI DUO BS IV,"80,000 kms",Lpg,Manual,1st Owner,2012,998 cc,8 Seats,2.50 Lakh
3670,Honda City VTEC,"10,000 kms",Petrol,Manual,2nd Owner,2008,1461 cc,5 Seats,1.20 Lakh
3671,Hyundai EON LPG Magna Plus,"60,000 kms",Lpg,Manual,2nd Owner,2012,1298 cc,5 Seats,1.85 Lakh
3672,Maruti Alto K10 2010-2014 VXI,"70,000 kms",Petrol,Manual,2nd Owner,2013,796 cc,5 Seats,1.80 Lakh
3673,Hyundai i10 Magna,"1,10,000 kms",Petrol,Manual,3rd Owner,2012,796 cc,5 Seats,1.50 Lakh
3674,Maruti Ritz VDi,"72,000 kms",Diesel,Manual,1st Owner,2011,1368 cc,5 Seats,2.15 Lakh
3675,Renault Duster 85PS Diesel RxL,"63,000 kms",Diesel,Manual,2nd Owner,2014,1341 cc,5 Seats,3.65 Lakh
3676,Maruti Wagon R LXI,"50,000 kms",Petrol,Manual,2nd Owner,2019,1197 cc,5 Seats,3.85 Lakh
3677,Mahindra Verito Vibe 1.5 dCi D6,"1,00,000 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,2.40 Lakh
3678,Maruti Swift Dzire VXi,"80,000 kms",Petrol,Manual,4th Owner,2009,796 cc,5 Seats,1.75 Lakh
3679,Maruti Omni E MPI STD BSIV,"70,000 kms",Petrol,Manual,1st Owner,2018,1498 cc,5 Seats,2.30 Lakh
3680,Maruti Alto 800 LXI,"35,000 kms",Petrol,Manual,2nd Owner,2020,1497 cc,5 Seats,3.10 Lakh
3681,Jeep Compass 1.4 Longitude Option BSIV,"50,000 kms",Petrol,Automatic,1st Owner,2018,999 cc,5 Seats,14.37 Lakh
3682,Hyundai Getz GLS,"70,000 kms",Petrol,Manual,3rd Owner,2006,1199 cc,7 Seats,"90,000"
3683,Hyundai i20 1.2 Magna,"1,00,000 kms",Petrol,Manual,1st Owner,2010,799 cc,4 Seats,1.95 Lakh
3684,Hyundai i20 1.2 Magna,"90,000 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats,1.95 Lakh
3685,Maruti Alto LXi,"70,000 kms",Petrol,Manual,1st Owner,2012,2179 cc,5 Seats,1.20 Lakh
3686,Honda City i-DTEC V,"1,10,000 kms",Diesel,Manual,2nd Owner,2017,998 cc,5 Seats,6.50 Lakh
3687,Honda City GXi,"90,000 kms",Petrol,Manual,3rd Owner,2006,998 cc,5 Seats,1.30 Lakh
3688,Ford Ecosport 1.0 Ecoboost Titanium,"80,769 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats,4.71 Lakh
3689,Volkswagen Polo Diesel Comfortline 1.2L,"47,700 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats,2.90 Lakh
3690,Renault KWID RXL,"40,000 kms",Petrol,Manual,2nd Owner,2016,1197 cc,5 Seats,2.10 Lakh
